fecha,nombre_dia,ventas,compra,Inventario
2022-01-01,Saturday,220,0,500
2022-01-02,Sunday,0,0,500
2022-01-03,Monday,4,720,1216
2022-01-04,Tuesday,21,0,1195
2022-01-05,Wednesday,6,0,1189
2022-01-06,Thursday,109,0,1080
2022-01-07,Friday,143,0,937
2022-01-08,Saturday,239,0,698
2022-01-09,Sunday,0,0,698
2022-01-10,Monday,7,720,1411
2022-01-11,Tuesday,19,0,1392
2022-01-12,Wednesday,50,0,1342
2022-01-13,Thursday,13,0,1329
2022-01-14,Friday,264,0,1065
2022-01-15,Saturday,127,0,938
2022-01-16,Sunday,0,0,938
2022-01-17,Monday,6,720,1652
2022-01-18,Tuesday,7,0,1645
2022-01-19,Wednesday,31,0,1614
2022-01-20,Thursday,75,0,1539
2022-01-21,Friday,218,0,1321
2022-01-22,Saturday,236,0,1085
2022-01-23,Sunday,0,0,1085
2022-01-24,Monday,3,720,1802
2022-01-25,Tuesday,11,0,1791
2022-01-26,Wednesday,45,0,1746
2022-01-27,Thursday,206,0,1540
2022-01-28,Friday,189,0,1351
2022-01-29,Saturday,194,0,1157
2022-01-30,Sunday,0,0,1157
2022-01-31,Monday,4,720,1873
2022-02-01,Tuesday,28,0,1845
2022-02-02,Wednesday,51,0,1794
2022-02-03,Thursday,149,0,1645
2022-02-04,Friday,227,0,1418
2022-02-05,Saturday,214,0,1204
2022-02-06,Sunday,0,0,1204
2022-02-07,Monday,4,720,1920
2022-02-08,Tuesday,21,0,1899
2022-02-09,Wednesday,55,0,1844
2022-02-10,Thursday,36,0,1808
2022-02-11,Friday,292,0,1516
2022-02-12,Saturday,196,0,1320
2022-02-13,Sunday,0,0,1320
2022-02-14,Monday,4,720,2036
2022-02-15,Tuesday,11,0,2025
2022-02-16,Wednesday,36,0,1989
2022-02-17,Thursday,166,0,1823
2022-02-18,Friday,301,0,1522
2022-02-19,Saturday,219,0,1303
2022-02-20,Sunday,0,0,1303
2022-02-21,Monday,4,720,2019
2022-02-22,Tuesday,20,0,1999
2022-02-23,Wednesday,14,0,1985
2022-02-24,Thursday,177,0,1808
2022-02-25,Friday,144,0,1664
