fecha,nombre_dia,ventas,compra,Inventario
2022-01-01,Saturday,159,0,561
2022-01-02,Sunday,0,0,561
2022-01-03,Monday,6,720,1275
2022-01-04,Tuesday,28,0,1247
2022-01-05,Wednesday,32,0,1215
2022-01-06,Thursday,240,0,975
2022-01-07,Friday,134,0,841
2022-01-08,Saturday,230,0,611
2022-01-09,Sunday,0,0,611
2022-01-10,Monday,5,720,1326
2022-01-11,Tuesday,13,0,1313
2022-01-12,Wednesday,36,0,1277
2022-01-13,Thursday,83,0,1194
2022-01-14,Friday,113,0,1081
2022-01-15,Saturday,207,0,874
2022-01-16,Sunday,0,0,874
2022-01-17,Monday,5,720,1589
2022-01-18,Tuesday,17,0,1572
2022-01-19,Wednesday,50,0,1522
2022-01-20,Thursday,118,0,1404
2022-01-21,Friday,117,0,1287
2022-01-22,Saturday,174,0,1113
2022-01-23,Sunday,0,0,1113
2022-01-24,Monday,8,720,1825
2022-01-25,Tuesday,20,0,1805
2022-01-26,Wednesday,24,0,1781
2022-01-27,Thursday,91,0,1690
2022-01-28,Friday,198,0,1492
2022-01-29,Saturday,201,0,1291
2022-01-30,Sunday,0,0,1291
2022-01-31,Monday,4,720,2007
2022-02-01,Tuesday,22,0,1985
2022-02-02,Wednesday,60,0,1925
2022-02-03,Thursday,143,0,1782
2022-02-04,Friday,157,0,1625
2022-02-05,Saturday,264,0,1361
2022-02-06,Sunday,0,0,1361
2022-02-07,Monday,3,720,2078
2022-02-08,Tuesday,10,0,2068
2022-02-09,Wednesday,38,0,2030
2022-02-10,Thursday,87,0,1943
2022-02-11,Friday,228,0,1715
2022-02-12,Saturday,252,0,1463
2022-02-13,Sunday,0,0,1463
2022-02-14,Monday,4,720,2179
2022-02-15,Tuesday,24,0,2155
2022-02-16,Wednesday,26,0,2129
2022-02-17,Thursday,174,0,1955
2022-02-18,Friday,202,0,1753
2022-02-19,Saturday,161,0,1592
2022-02-20,Sunday,0,0,1592
2022-02-21,Monday,5,720,2307
2022-02-22,Tuesday,16,0,2291
2022-02-23,Wednesday,62,0,2229
2022-02-24,Thursday,159,0,2070
2022-02-25,Friday,257,0,1813
2022-02-26,Saturday,212,0,1601
2022-02-27,Sunday,0,0,1601
2022-02-28,Monday,4,720,2317
2022-03-01,Tuesday,21,0,2296
2022-03-02,Wednesday,12,0,2284
2022-03-03,Thursday,184,0,2100
2022-03-04,Friday,260,0,1840
2022-03-05,Saturday,189,0,1651
2022-03-06,Sunday,0,0,1651
2022-03-07,Monday,6,720,2365
2022-03-08,Tuesday,19,0,2346
2022-03-09,Wednesday,46,0,2300
2022-03-10,Thursday,198,0,2102
2022-03-11,Friday,186,0,1916
2022-03-12,Saturday,196,0,1720
2022-03-13,Sunday,0,0,1720
2022-03-14,Monday,4,720,2436
2022-03-15,Tuesday,14,0,2422
2022-03-16,Wednesday,28,0,2394
2022-03-17,Thursday,180,0,2214
2022-03-18,Friday,98,0,2116
2022-03-19,Saturday,219,0,1897
2022-03-20,Sunday,0,0,1897
2022-03-21,Monday,7,720,2610
2022-03-22,Tuesday,23,0,2587
2022-03-23,Wednesday,37,0,2550
2022-03-24,Thursday,130,0,2420
2022-03-25,Friday,135,0,2285
2022-03-26,Saturday,225,0,2060
2022-03-27,Sunday,0,0,2060
2022-03-28,Monday,8,720,2772
2022-03-29,Tuesday,19,0,2753
2022-03-30,Wednesday,38,0,2715
2022-03-31,Thursday,202,0,2513
2022-04-01,Friday,270,0,2243
2022-04-02,Saturday,272,0,1971
2022-04-03,Sunday,0,0,1971
2022-04-04,Monday,4,720,2687
2022-04-05,Tuesday,22,0,2665
2022-04-06,Wednesday,52,0,2613
2022-04-07,Thursday,154,0,2459
2022-04-08,Friday,130,0,2329
2022-04-09,Saturday,277,0,2052
2022-04-10,Sunday,0,0,2052
2022-04-11,Monday,7,720,2765
2022-04-12,Tuesday,14,0,2751
2022-04-13,Wednesday,44,0,2707
2022-04-14,Thursday,157,0,2550
2022-04-15,Friday,219,0,2331
2022-04-16,Saturday,187,0,2144
2022-04-17,Sunday,0,0,2144
2022-04-18,Monday,3,720,2861
2022-04-19,Tuesday,13,0,2848
2022-04-20,Wednesday,33,0,2815
