fecha,nombre_dia,ventas,compra,Inventario
2022-01-01,Saturday,244,0,476
2022-01-02,Sunday,0,0,476
2022-01-03,Monday,3,720,1193
2022-01-04,Tuesday,21,0,1172
2022-01-05,Wednesday,52,0,1120
2022-01-06,Thursday,125,0,995
2022-01-07,Friday,256,0,739
2022-01-08,Saturday,262,0,477
2022-01-09,Sunday,0,0,477
2022-01-10,Monday,6,720,1191
2022-01-11,Tuesday,15,0,1176
2022-01-12,Wednesday,36,0,1140
2022-01-13,Thursday,279,0,861
2022-01-14,Friday,326,0,535
2022-01-15,Saturday,87,0,448
2022-01-16,Sunday,0,0,448
2022-01-17,Monday,6,720,1162
2022-01-18,Tuesday,11,0,1151
2022-01-19,Wednesday,39,0,1112
2022-01-20,Thursday,153,0,959
2022-01-21,Friday,279,0,680
2022-01-22,Saturday,165,0,515
2022-01-23,Sunday,0,0,515
2022-01-24,Monday,5,720,1230
2022-01-25,Tuesday,32,0,1198
2022-01-26,Wednesday,41,0,1157
2022-01-27,Thursday,208,0,949
2022-01-28,Friday,171,0,778
2022-01-29,Saturday,235,0,543
2022-01-30,Sunday,0,0,543
2022-01-31,Monday,3,720,1260
2022-02-01,Tuesday,18,0,1242
2022-02-02,Wednesday,43,0,1199
2022-02-03,Thursday,138,0,1061
2022-02-04,Friday,164,0,897
2022-02-05,Saturday,169,0,728
2022-02-06,Sunday,0,0,728
2022-02-07,Monday,6,720,1442
2022-02-08,Tuesday,1,0,1441
2022-02-09,Wednesday,31,0,1410
2022-02-10,Thursday,230,0,1180
2022-02-11,Friday,275,0,905
2022-02-12,Saturday,214,0,691
2022-02-13,Sunday,0,0,691
2022-02-14,Monday,5,720,1406
2022-02-15,Tuesday,16,0,1390
2022-02-16,Wednesday,57,0,1333
2022-02-17,Thursday,151,0,1182
2022-02-18,Friday,81,0,1101
2022-02-19,Saturday,229,0,872
2022-02-20,Sunday,0,0,872
2022-02-21,Monday,4,720,1588
2022-02-22,Tuesday,29,0,1559
2022-02-23,Wednesday,51,0,1508
2022-02-24,Thursday,167,0,1341
2022-02-25,Friday,160,0,1181
2022-02-26,Saturday,252,0,929
2022-02-27,Sunday,0,0,929
2022-02-28,Monday,3,720,1646
2022-03-01,Tuesday,22,0,1624
2022-03-02,Wednesday,35,0,1589
2022-03-03,Thursday,169,0,1420
2022-03-04,Friday,177,0,1243
2022-03-05,Saturday,215,0,1028
2022-03-06,Sunday,0,0,1028
2022-03-07,Monday,6,720,1742
2022-03-08,Tuesday,14,0,1728
2022-03-09,Wednesday,54,0,1674
2022-03-10,Thursday,126,0,1548
2022-03-11,Friday,144,0,1404
2022-03-12,Saturday,109,0,1295
2022-03-13,Sunday,0,0,1295
2022-03-14,Monday,1,720,2014
2022-03-15,Tuesday,16,0,1998
2022-03-16,Wednesday,56,0,1942
2022-03-17,Thursday,196,0,1746
2022-03-18,Friday,188,0,1558
2022-03-19,Saturday,236,0,1322
2022-03-20,Sunday,0,0,1322
2022-03-21,Monday,6,720,2036
2022-03-22,Tuesday,27,0,2009
2022-03-23,Wednesday,57,0,1952
2022-03-24,Thursday,125,0,1827
2022-03-25,Friday,156,0,1671
2022-03-26,Saturday,159,0,1512
2022-03-27,Sunday,0,0,1512
2022-03-28,Monday,6,720,2226
2022-03-29,Tuesday,21,0,2205
2022-03-30,Wednesday,40,0,2165
2022-03-31,Thursday,237,0,1928
2022-04-01,Friday,200,0,1728
2022-04-02,Saturday,209,0,1519
2022-04-03,Sunday,0,0,1519
2022-04-04,Monday,2,720,2237
2022-04-05,Tuesday,17,0,2220
2022-04-06,Wednesday,22,0,2198
2022-04-07,Thursday,183,0,2015
2022-04-08,Friday,207,0,1808
2022-04-09,Saturday,256,0,1552
2022-04-10,Sunday,0,0,1552
2022-04-11,Monday,5,720,2267
2022-04-12,Tuesday,19,0,2248
2022-04-13,Wednesday,35,0,2213
2022-04-14,Thursday,167,0,2046
2022-04-15,Friday,84,0,1962
2022-04-16,Saturday,206,0,1756
2022-04-17,Sunday,0,0,1756
2022-04-18,Monday,5,720,2471
2022-04-19,Tuesday,4,0,2467
2022-04-20,Wednesday,40,0,2427
2022-04-21,Thursday,158,0,2269
2022-04-22,Friday,201,0,2068
2022-04-23,Saturday,292,0,1776
2022-04-24,Sunday,0,0,1776
2022-04-25,Monday,3,720,2493
2022-04-26,Tuesday,28,0,2465
2022-04-27,Wednesday,31,0,2434
2022-04-28,Thursday,176,0,2258
2022-04-29,Friday,230,0,2028
2022-04-30,Saturday,139,0,1889
2022-05-01,Sunday,0,0,1889
2022-05-02,Monday,4,720,2605
2022-05-03,Tuesday,20,0,2585
2022-05-04,Wednesday,17,0,2568
2022-05-05,Thursday,178,0,2390
2022-05-06,Friday,184,0,2206
2022-05-07,Saturday,167,0,2039
2022-05-08,Sunday,0,0,2039
2022-05-09,Monday,5,720,2754
2022-05-10,Tuesday,19,0,2735
2022-05-11,Wednesday,51,0,2684
2022-05-12,Thursday,181,0,2503
2022-05-13,Friday,108,0,2395
