fecha,nombre_dia,ventas,compra,Inventario
2022-01-01,Saturday,60,0,660
2022-01-02,Sunday,0,0,660
2022-01-03,Monday,4,720,1376
2022-01-04,Tuesday,23,0,1353
2022-01-05,Wednesday,47,0,1306
2022-01-06,Thursday,178,0,1128
2022-01-07,Friday,217,0,911
2022-01-08,Saturday,97,0,814
2022-01-09,Sunday,0,0,814
2022-01-10,Monday,6,720,1528
2022-01-11,Tuesday,21,0,1507
2022-01-12,Wednesday,53,0,1454
2022-01-13,Thursday,145,0,1309
2022-01-14,Friday,270,0,1039
2022-01-15,Saturday,205,0,834
2022-01-16,Sunday,0,0,834
2022-01-17,Monday,3,720,1551
2022-01-18,Tuesday,32,0,1519
2022-01-19,Wednesday,38,0,1481
2022-01-20,Thursday,204,0,1277
2022-01-21,Friday,199,0,1078
2022-01-22,Saturday,233,0,845
2022-01-23,Sunday,0,0,845
2022-01-24,Monday,8,720,1557
2022-01-25,Tuesday,14,0,1543
2022-01-26,Wednesday,26,0,1517
2022-01-27,Thursday,183,0,1334
2022-01-28,Friday,195,0,1139
2022-01-29,Saturday,281,0,858
2022-01-30,Sunday,0,0,858
2022-01-31,Monday,6,720,1572
2022-02-01,Tuesday,30,0,1542
2022-02-02,Wednesday,47,0,1495
2022-02-03,Thursday,87,0,1408
2022-02-04,Friday,172,0,1236
2022-02-05,Saturday,187,0,1049
2022-02-06,Sunday,0,0,1049
2022-02-07,Monday,6,720,1763
2022-02-08,Tuesday,15,0,1748
2022-02-09,Wednesday,25,0,1723
2022-02-10,Thursday,75,0,1648
2022-02-11,Friday,312,0,1336
2022-02-12,Saturday,193,0,1143
2022-02-13,Sunday,0,0,1143
2022-02-14,Monday,4,720,1859
2022-02-15,Tuesday,24,0,1835
2022-02-16,Wednesday,49,0,1786
2022-02-17,Thursday,222,0,1564
2022-02-18,Friday,262,0,1302
2022-02-19,Saturday,290,0,1012
2022-02-20,Sunday,0,0,1012
2022-02-21,Monday,8,720,1724
2022-02-22,Tuesday,25,0,1699
2022-02-23,Wednesday,41,0,1658
2022-02-24,Thursday,151,0,1507
2022-02-25,Friday,168,0,1339
2022-02-26,Saturday,156,0,1183
2022-02-27,Sunday,0,0,1183
2022-02-28,Monday,3,720,1900
2022-03-01,Tuesday,20,0,1880
2022-03-02,Wednesday,41,0,1839
2022-03-03,Thursday,147,0,1692
2022-03-04,Friday,207,0,1485
2022-03-05,Saturday,157,0,1328
2022-03-06,Sunday,0,0,1328
2022-03-07,Monday,4,720,2044
2022-03-08,Tuesday,13,0,2031
2022-03-09,Wednesday,52,0,1979
2022-03-10,Thursday,151,0,1828
2022-03-11,Friday,130,0,1698
2022-03-12,Saturday,179,0,1519
2022-03-13,Sunday,0,0,1519
2022-03-14,Monday,5,720,2234
2022-03-15,Tuesday,13,0,2221
2022-03-16,Wednesday,16,0,2205
2022-03-17,Thursday,151,0,2054
2022-03-18,Friday,188,0,1866
2022-03-19,Saturday,300,0,1566
2022-03-20,Sunday,0,0,1566
2022-03-21,Monday,8,720,2278
2022-03-22,Tuesday,27,0,2251
2022-03-23,Wednesday,34,0,2217
2022-03-24,Thursday,238,0,1979
2022-03-25,Friday,130,0,1849
2022-03-26,Saturday,303,0,1546
2022-03-27,Sunday,0,0,1546
2022-03-28,Monday,3,720,2263
2022-03-29,Tuesday,20,0,2243
2022-03-30,Wednesday,52,0,2191
2022-03-31,Thursday,170,0,2021
2022-04-01,Friday,209,0,1812
2022-04-02,Saturday,133,0,1679
2022-04-03,Sunday,0,0,1679
2022-04-04,Monday,5,720,2394
2022-04-05,Tuesday,8,0,2386
2022-04-06,Wednesday,53,0,2333
2022-04-07,Thursday,192,0,2141
