fecha,nombre_dia,ventas,compra,Inventario
2022-01-01,Saturday,281,0,439
2022-01-02,Sunday,0,0,439
2022-01-03,Monday,5,720,1154
2022-01-04,Tuesday,19,0,1135
2022-01-05,Wednesday,28,0,1107
2022-01-06,Thursday,117,0,990
2022-01-07,Friday,303,0,687
2022-01-08,Saturday,273,0,414
2022-01-09,Sunday,0,0,414
2022-01-10,Monday,4,720,1130
2022-01-11,Tuesday,27,0,1103
2022-01-12,Wednesday,52,0,1051
2022-01-13,Thursday,129,0,922
2022-01-14,Friday,221,0,701
2022-01-15,Saturday,176,0,525
2022-01-16,Sunday,0,0,525
2022-01-17,Monday,5,720,1240
2022-01-18,Tuesday,13,0,1227
2022-01-19,Wednesday,34,0,1193
2022-01-20,Thursday,153,0,1040
2022-01-21,Friday,211,0,829
2022-01-22,Saturday,150,0,679
2022-01-23,Sunday,0,0,679
2022-01-24,Monday,6,720,1393
2022-01-25,Tuesday,27,0,1366
2022-01-26,Wednesday,49,0,1317
2022-01-27,Thursday,64,0,1253
2022-01-28,Friday,169,0,1084
2022-01-29,Saturday,200,0,884
2022-01-30,Sunday,0,0,884
2022-01-31,Monday,5,720,1599
2022-02-01,Tuesday,26,0,1573
2022-02-02,Wednesday,25,0,1548
2022-02-03,Thursday,141,0,1407
2022-02-04,Friday,170,0,1237
2022-02-05,Saturday,174,0,1063
2022-02-06,Sunday,0,0,1063
2022-02-07,Monday,4,720,1779
2022-02-08,Tuesday,25,0,1754
2022-02-09,Wednesday,41,0,1713
2022-02-10,Thursday,150,0,1563
2022-02-11,Friday,173,0,1390
2022-02-12,Saturday,172,0,1218
2022-02-13,Sunday,0,0,1218
2022-02-14,Monday,6,720,1932
2022-02-15,Tuesday,20,0,1912
2022-02-16,Wednesday,45,0,1867
2022-02-17,Thursday,174,0,1693
2022-02-18,Friday,279,0,1414
2022-02-19,Saturday,247,0,1167
2022-02-20,Sunday,0,0,1167
2022-02-21,Monday,8,720,1879
2022-02-22,Tuesday,8,0,1871
2022-02-23,Wednesday,54,0,1817
2022-02-24,Thursday,132,0,1685
2022-02-25,Friday,173,0,1512
2022-02-26,Saturday,199,0,1313
2022-02-27,Sunday,0,0,1313
2022-02-28,Monday,7,720,2026
2022-03-01,Tuesday,21,0,2005
2022-03-02,Wednesday,39,0,1966
2022-03-03,Thursday,153,0,1813
2022-03-04,Friday,142,0,1671
2022-03-05,Saturday,76,0,1595
2022-03-06,Sunday,0,0,1595
2022-03-07,Monday,7,720,2308
2022-03-08,Tuesday,8,0,2300
2022-03-09,Wednesday,55,0,2245
2022-03-10,Thursday,144,0,2101
2022-03-11,Friday,138,0,1963
2022-03-12,Saturday,179,0,1784
2022-03-13,Sunday,0,0,1784
2022-03-14,Monday,4,720,2500
2022-03-15,Tuesday,21,0,2479
2022-03-16,Wednesday,30,0,2449
2022-03-17,Thursday,219,0,2230
2022-03-18,Friday,143,0,2087
2022-03-19,Saturday,168,0,1919
2022-03-20,Sunday,0,0,1919
2022-03-21,Monday,5,720,2634
2022-03-22,Tuesday,19,0,2615
2022-03-23,Wednesday,30,0,2585
2022-03-24,Thursday,147,0,2438
2022-03-25,Friday,66,0,2372
2022-03-26,Saturday,142,0,2230
2022-03-27,Sunday,0,0,2230
2022-03-28,Monday,5,720,2945
2022-03-29,Tuesday,14,0,2931
2022-03-30,Wednesday,59,0,2872
2022-03-31,Thursday,109,0,2763
