fecha,nombre_dia,ventas,compra,Inventario
2022-01-01,Saturday,250,0,470
2022-01-02,Sunday,0,0,470
2022-01-03,Monday,6,720,1184
2022-01-04,Tuesday,16,0,1168
2022-01-05,Wednesday,53,0,1115
2022-01-06,Thursday,145,0,970
2022-01-07,Friday,170,0,800
2022-01-08,Saturday,211,0,589
2022-01-09,Sunday,0,0,589
2022-01-10,Monday,4,720,1305
2022-01-11,Tuesday,22,0,1283
2022-01-12,Wednesday,5,0,1278
2022-01-13,Thursday,216,0,1062
2022-01-14,Friday,195,0,867
2022-01-15,Saturday,122,0,745
2022-01-16,Sunday,0,0,745
2022-01-17,Monday,3,720,1462
2022-01-18,Tuesday,26,0,1436
2022-01-19,Wednesday,20,0,1416
2022-01-20,Thursday,162,0,1254
2022-01-21,Friday,193,0,1061
2022-01-22,Saturday,154,0,907
2022-01-23,Sunday,0,0,907
2022-01-24,Monday,6,720,1621
2022-01-25,Tuesday,18,0,1603
2022-01-26,Wednesday,56,0,1547
2022-01-27,Thursday,154,0,1393
2022-01-28,Friday,221,0,1172
2022-01-29,Saturday,200,0,972
2022-01-30,Sunday,0,0,972
2022-01-31,Monday,4,720,1688
2022-02-01,Tuesday,27,0,1661
2022-02-02,Wednesday,42,0,1619
2022-02-03,Thursday,128,0,1491
2022-02-04,Friday,152,0,1339
2022-02-05,Saturday,209,0,1130
2022-02-06,Sunday,0,0,1130
2022-02-07,Monday,4,720,1846
2022-02-08,Tuesday,25,0,1821
2022-02-09,Wednesday,36,0,1785
2022-02-10,Thursday,221,0,1564
2022-02-11,Friday,188,0,1376
2022-02-12,Saturday,219,0,1157
2022-02-13,Sunday,0,0,1157
2022-02-14,Monday,4,720,1873
2022-02-15,Tuesday,22,0,1851
2022-02-16,Wednesday,39,0,1812
2022-02-17,Thursday,125,0,1687
2022-02-18,Friday,148,0,1539
2022-02-19,Saturday,301,0,1238
2022-02-20,Sunday,0,0,1238
2022-02-21,Monday,4,720,1954
2022-02-22,Tuesday,23,0,1931
2022-02-23,Wednesday,29,0,1902
2022-02-24,Thursday,128,0,1774
2022-02-25,Friday,223,0,1551
2022-02-26,Saturday,209,0,1342
2022-02-27,Sunday,0,0,1342
2022-02-28,Monday,5,720,2057
2022-03-01,Tuesday,14,0,2043
2022-03-02,Wednesday,19,0,2024
2022-03-03,Thursday,201,0,1823
2022-03-04,Friday,163,0,1660
2022-03-05,Saturday,130,0,1530
2022-03-06,Sunday,0,0,1530
2022-03-07,Monday,5,720,2245
2022-03-08,Tuesday,15,0,2230
2022-03-09,Wednesday,57,0,2173
2022-03-10,Thursday,115,0,2058
2022-03-11,Friday,268,0,1790
2022-03-12,Saturday,298,0,1492
2022-03-13,Sunday,0,0,1492
2022-03-14,Monday,3,720,2209
2022-03-15,Tuesday,27,0,2182
2022-03-16,Wednesday,48,0,2134
2022-03-17,Thursday,152,0,1982
2022-03-18,Friday,152,0,1830
2022-03-19,Saturday,236,0,1594
2022-03-20,Sunday,0,0,1594
2022-03-21,Monday,4,720,2310
2022-03-22,Tuesday,11,0,2299
2022-03-23,Wednesday,41,0,2258
2022-03-24,Thursday,145,0,2113
2022-03-25,Friday,25,0,2088
2022-03-26,Saturday,243,0,1845
2022-03-27,Sunday,0,0,1845
2022-03-28,Monday,3,720,2562
2022-03-29,Tuesday,21,0,2541
2022-03-30,Wednesday,42,0,2499
2022-03-31,Thursday,219,0,2280
2022-04-01,Friday,197,0,2083
2022-04-02,Saturday,211,0,1872
2022-04-03,Sunday,0,0,1872
2022-04-04,Monday,9,720,2583
2022-04-05,Tuesday,25,0,2558
2022-04-06,Wednesday,36,0,2522
2022-04-07,Thursday,232,0,2290
2022-04-08,Friday,144,0,2146
2022-04-09,Saturday,192,0,1954
2022-04-10,Sunday,0,0,1954
2022-04-11,Monday,2,720,2672
2022-04-12,Tuesday,10,0,2662
2022-04-13,Wednesday,56,0,2606
2022-04-14,Thursday,137,0,2469
2022-04-15,Friday,229,0,2240
2022-04-16,Saturday,143,0,2097
2022-04-17,Sunday,0,0,2097
2022-04-18,Monday,4,720,2813
2022-04-19,Tuesday,29,0,2784
2022-04-20,Wednesday,36,0,2748
2022-04-21,Thursday,195,0,2553
2022-04-22,Friday,309,0,2244
2022-04-23,Saturday,154,0,2090
2022-04-24,Sunday,0,0,2090
2022-04-25,Monday,4,720,2806
2022-04-26,Tuesday,35,0,2771
2022-04-27,Wednesday,32,0,2739
2022-04-28,Thursday,128,0,2611
2022-04-29,Friday,196,0,2415
2022-04-30,Saturday,167,0,2248
2022-05-01,Sunday,0,0,2248
2022-05-02,Monday,4,720,2964
2022-05-03,Tuesday,26,0,2938
2022-05-04,Wednesday,21,0,2917
2022-05-05,Thursday,124,0,2793
2022-05-06,Friday,170,0,2623
2022-05-07,Saturday,172,0,2451
2022-05-08,Sunday,0,0,2451
2022-05-09,Monday,5,720,3166
2022-05-10,Tuesday,31,0,3135
2022-05-11,Wednesday,28,0,3107
2022-05-12,Thursday,110,0,2997
2022-05-13,Friday,196,0,2801
2022-05-14,Saturday,174,0,2627
2022-05-15,Sunday,0,0,2627
2022-05-16,Monday,4,720,3343
2022-05-17,Tuesday,20,0,3323
2022-05-18,Wednesday,55,0,3268
2022-05-19,Thursday,133,0,3135
2022-05-20,Friday,214,0,2921
2022-05-21,Saturday,220,0,2701
2022-05-22,Sunday,0,0,2701
2022-05-23,Monday,7,720,3414
2022-05-24,Tuesday,18,0,3396
2022-05-25,Wednesday,35,0,3361
2022-05-26,Thursday,138,0,3223
2022-05-27,Friday,151,0,3072
2022-05-28,Saturday,201,0,2871
2022-05-29,Sunday,0,0,2871
2022-05-30,Monday,8,720,3583
2022-05-31,Tuesday,20,0,3563
2022-06-01,Wednesday,26,0,3537
2022-06-02,Thursday,129,0,3408
2022-06-03,Friday,178,0,3230
2022-06-04,Saturday,165,0,3065
2022-06-05,Sunday,0,0,3065
2022-06-06,Monday,5,720,3780
2022-06-07,Tuesday,19,0,3761
2022-06-08,Wednesday,56,0,3705
2022-06-09,Thursday,302,0,3403
2022-06-10,Friday,237,0,3166
2022-06-11,Saturday,117,0,3049
2022-06-12,Sunday,0,0,3049
2022-06-13,Monday,5,720,3764
2022-06-14,Tuesday,29,0,3735
2022-06-15,Wednesday,57,0,3678
2022-06-16,Thursday,146,0,3532
2022-06-17,Friday,196,0,3336
2022-06-18,Saturday,215,0,3121
2022-06-19,Sunday,0,0,3121
2022-06-20,Monday,4,720,3837
2022-06-21,Tuesday,18,0,3819
2022-06-22,Wednesday,48,0,3771
2022-06-23,Thursday,35,0,3736
2022-06-24,Friday,183,0,3553
2022-06-25,Saturday,165,0,3388
2022-06-26,Sunday,0,0,3388
2022-06-27,Monday,4,720,4104
2022-06-28,Tuesday,13,0,4091
2022-06-29,Wednesday,46,0,4045
2022-06-30,Thursday,67,0,3978
2022-07-01,Friday,262,0,3716
2022-07-02,Saturday,176,0,3540
2022-07-03,Sunday,0,0,3540
2022-07-04,Monday,3,720,4257
2022-07-05,Tuesday,23,0,4234
2022-07-06,Wednesday,39,0,4195
2022-07-07,Thursday,129,0,4066
2022-07-08,Friday,167,0,3899
2022-07-09,Saturday,102,0,3797
2022-07-10,Sunday,0,0,3797
2022-07-11,Monday,3,720,4514
2022-07-12,Tuesday,21,0,4493
2022-07-13,Wednesday,31,0,4462
2022-07-14,Thursday,117,0,4345
2022-07-15,Friday,254,0,4091
2022-07-16,Saturday,278,0,3813
2022-07-17,Sunday,0,0,3813
2022-07-18,Monday,6,720,4527
2022-07-19,Tuesday,25,0,4502
2022-07-20,Wednesday,39,0,4463
2022-07-21,Thursday,170,0,4293
2022-07-22,Friday,68,0,4225
2022-07-23,Saturday,230,0,3995
2022-07-24,Sunday,0,0,3995
2022-07-25,Monday,2,720,4713
2022-07-26,Tuesday,20,0,4693
2022-07-27,Wednesday,42,0,4651
2022-07-28,Thursday,103,0,4548
2022-07-29,Friday,238,0,4310
2022-07-30,Saturday,185,0,4125
2022-07-31,Sunday,0,0,4125
2022-08-01,Monday,3,720,4842
2022-08-02,Tuesday,29,0,4813
2022-08-03,Wednesday,51,0,4762
2022-08-04,Thursday,193,0,4569
2022-08-05,Friday,140,0,4429
2022-08-06,Saturday,222,0,4207
2022-08-07,Sunday,0,0,4207
2022-08-08,Monday,6,720,4921
2022-08-09,Tuesday,20,0,4901
2022-08-10,Wednesday,36,0,4865
2022-08-11,Thursday,145,0,4720
2022-08-12,Friday,270,0,4450
2022-08-13,Saturday,140,0,4310
2022-08-14,Sunday,0,0,4310
2022-08-15,Monday,3,720,5027
2022-08-16,Tuesday,25,0,5002
2022-08-17,Wednesday,37,0,4965
2022-08-18,Thursday,151,0,4814
2022-08-19,Friday,249,0,4565
2022-08-20,Saturday,290,0,4275
2022-08-21,Sunday,0,0,4275
2022-08-22,Monday,6,720,4989
2022-08-23,Tuesday,24,0,4965
2022-08-24,Wednesday,51,0,4914
