fecha,nombre_dia,ventas,compra,Inventario
2022-01-01,Saturday,241,0,479
2022-01-02,Sunday,0,0,479
2022-01-03,Monday,5,720,1194
2022-01-04,Tuesday,10,0,1184
2022-01-05,Wednesday,11,0,1173
2022-01-06,Thursday,170,0,1003
2022-01-07,Friday,137,0,866
2022-01-08,Saturday,261,0,605
2022-01-09,Sunday,0,0,605
2022-01-10,Monday,6,720,1319
2022-01-11,Tuesday,19,0,1300
2022-01-12,Wednesday,54,0,1246
2022-01-13,Thursday,101,0,1145
2022-01-14,Friday,178,0,967
2022-01-15,Saturday,216,0,751
2022-01-16,Sunday,0,0,751
2022-01-17,Monday,6,720,1465
2022-01-18,Tuesday,27,0,1438
2022-01-19,Wednesday,49,0,1389
2022-01-20,Thursday,205,0,1184
2022-01-21,Friday,202,0,982
2022-01-22,Saturday,195,0,787
2022-01-23,Sunday,0,0,787
2022-01-24,Monday,7,720,1500
2022-01-25,Tuesday,14,0,1486
2022-01-26,Wednesday,60,0,1426
2022-01-27,Thursday,137,0,1289
2022-01-28,Friday,196,0,1093
2022-01-29,Saturday,126,0,967
2022-01-30,Sunday,0,0,967
2022-01-31,Monday,7,720,1680
2022-02-01,Tuesday,17,0,1663
2022-02-02,Wednesday,47,0,1616
2022-02-03,Thursday,138,0,1478
2022-02-04,Friday,169,0,1309
2022-02-05,Saturday,199,0,1110
2022-02-06,Sunday,0,0,1110
2022-02-07,Monday,3,720,1827
2022-02-08,Tuesday,16,0,1811
2022-02-09,Wednesday,27,0,1784
2022-02-10,Thursday,155,0,1629
2022-02-11,Friday,232,0,1397
2022-02-12,Saturday,147,0,1250
2022-02-13,Sunday,0,0,1250
2022-02-14,Monday,5,720,1965
2022-02-15,Tuesday,25,0,1940
2022-02-16,Wednesday,30,0,1910
2022-02-17,Thursday,145,0,1765
2022-02-18,Friday,107,0,1658
2022-02-19,Saturday,178,0,1480
2022-02-20,Sunday,0,0,1480
2022-02-21,Monday,7,720,2193
2022-02-22,Tuesday,7,0,2186
2022-02-23,Wednesday,26,0,2160
2022-02-24,Thursday,154,0,2006
2022-02-25,Friday,255,0,1751
2022-02-26,Saturday,275,0,1476
2022-02-27,Sunday,0,0,1476
2022-02-28,Monday,6,720,2190
2022-03-01,Tuesday,15,0,2175
2022-03-02,Wednesday,50,0,2125
2022-03-03,Thursday,164,0,1961
2022-03-04,Friday,209,0,1752
2022-03-05,Saturday,191,0,1561
2022-03-06,Sunday,0,0,1561
2022-03-07,Monday,5,720,2276
2022-03-08,Tuesday,21,0,2255
2022-03-09,Wednesday,62,0,2193
2022-03-10,Thursday,148,0,2045
2022-03-11,Friday,237,0,1808
2022-03-12,Saturday,300,0,1508
2022-03-13,Sunday,0,0,1508
2022-03-14,Monday,5,720,2223
2022-03-15,Tuesday,26,0,2197
2022-03-16,Wednesday,48,0,2149
2022-03-17,Thursday,125,0,2024
2022-03-18,Friday,273,0,1751
2022-03-19,Saturday,242,0,1509
2022-03-20,Sunday,0,0,1509
2022-03-21,Monday,6,720,2223
2022-03-22,Tuesday,27,0,2196
2022-03-23,Wednesday,61,0,2135
2022-03-24,Thursday,155,0,1980
2022-03-25,Friday,103,0,1877
2022-03-26,Saturday,193,0,1684
2022-03-27,Sunday,0,0,1684
2022-03-28,Monday,6,720,2398
2022-03-29,Tuesday,13,0,2385
2022-03-30,Wednesday,30,0,2355
2022-03-31,Thursday,178,0,2177
2022-04-01,Friday,266,0,1911
2022-04-02,Saturday,150,0,1761
2022-04-03,Sunday,0,0,1761
2022-04-04,Monday,5,720,2476
2022-04-05,Tuesday,9,0,2467
2022-04-06,Wednesday,55,0,2412
2022-04-07,Thursday,84,0,2328
2022-04-08,Friday,167,0,2161
2022-04-09,Saturday,184,0,1977
