fecha,nombre_dia,ventas,compra,Inventario
2022-01-01,Saturday,184,0,536
2022-01-02,Sunday,0,0,536
2022-01-03,Monday,5,720,1251
2022-01-04,Tuesday,16,0,1235
2022-01-05,Wednesday,53,0,1182
2022-01-06,Thursday,121,0,1061
2022-01-07,Friday,104,0,957
2022-01-08,Saturday,277,0,680
2022-01-09,Sunday,0,0,680
2022-01-10,Monday,4,720,1396
2022-01-11,Tuesday,19,0,1377
2022-01-12,Wednesday,46,0,1331
2022-01-13,Thursday,115,0,1216
2022-01-14,Friday,183,0,1033
2022-01-15,Saturday,60,0,973
2022-01-16,Sunday,0,0,973
2022-01-17,Monday,3,720,1690
2022-01-18,Tuesday,24,0,1666
2022-01-19,Wednesday,26,0,1640
2022-01-20,Thursday,147,0,1493
2022-01-21,Friday,310,0,1183
2022-01-22,Saturday,215,0,968
2022-01-23,Sunday,0,0,968
2022-01-24,Monday,8,720,1680
2022-01-25,Tuesday,16,0,1664
2022-01-26,Wednesday,54,0,1610
2022-01-27,Thursday,77,0,1533
2022-01-28,Friday,228,0,1305
2022-01-29,Saturday,203,0,1102
2022-01-30,Sunday,0,0,1102
2022-01-31,Monday,4,720,1818
2022-02-01,Tuesday,22,0,1796
2022-02-02,Wednesday,51,0,1745
2022-02-03,Thursday,103,0,1642
2022-02-04,Friday,210,0,1432
2022-02-05,Saturday,247,0,1185
2022-02-06,Sunday,0,0,1185
2022-02-07,Monday,6,720,1899
2022-02-08,Tuesday,28,0,1871
2022-02-09,Wednesday,21,0,1850
2022-02-10,Thursday,168,0,1682
2022-02-11,Friday,151,0,1531
2022-02-12,Saturday,192,0,1339
2022-02-13,Sunday,0,0,1339
2022-02-14,Monday,6,720,2053
2022-02-15,Tuesday,29,0,2024
2022-02-16,Wednesday,56,0,1968
2022-02-17,Thursday,170,0,1798
2022-02-18,Friday,220,0,1578
2022-02-19,Saturday,150,0,1428
2022-02-20,Sunday,0,0,1428
2022-02-21,Monday,7,720,2141
2022-02-22,Tuesday,23,0,2118
2022-02-23,Wednesday,10,0,2108
2022-02-24,Thursday,99,0,2009
2022-02-25,Friday,144,0,1865
2022-02-26,Saturday,197,0,1668
2022-02-27,Sunday,0,0,1668
2022-02-28,Monday,5,720,2383
2022-03-01,Tuesday,14,0,2369
2022-03-02,Wednesday,30,0,2339
2022-03-03,Thursday,243,0,2096
2022-03-04,Friday,176,0,1920
2022-03-05,Saturday,258,0,1662
2022-03-06,Sunday,0,0,1662
2022-03-07,Monday,6,720,2376
