fecha,nombre_dia,ventas,compra,Inventario
2022-01-01,Saturday,151,0,569
2022-01-02,Sunday,0,0,569
2022-01-03,Monday,6,720,1283
2022-01-04,Tuesday,11,0,1272
2022-01-05,Wednesday,45,0,1227
2022-01-06,Thursday,227,0,1000
2022-01-07,Friday,335,0,665
2022-01-08,Saturday,95,0,570
2022-01-09,Sunday,0,0,570
2022-01-10,Monday,5,720,1285
2022-01-11,Tuesday,31,0,1254
2022-01-12,Wednesday,61,0,1193
2022-01-13,Thursday,119,0,1074
2022-01-14,Friday,159,0,915
2022-01-15,Saturday,238,0,677
2022-01-16,Sunday,0,0,677
2022-01-17,Monday,5,720,1392
2022-01-18,Tuesday,16,0,1376
2022-01-19,Wednesday,48,0,1328
2022-01-20,Thursday,65,0,1263
2022-01-21,Friday,227,0,1036
2022-01-22,Saturday,233,0,803
2022-01-23,Sunday,0,0,803
2022-01-24,Monday,4,720,1519
2022-01-25,Tuesday,19,0,1500
2022-01-26,Wednesday,39,0,1461
2022-01-27,Thursday,56,0,1405
2022-01-28,Friday,156,0,1249
2022-01-29,Saturday,192,0,1057
2022-01-30,Sunday,0,0,1057
2022-01-31,Monday,1,720,1776
2022-02-01,Tuesday,27,0,1749
2022-02-02,Wednesday,12,0,1737
2022-02-03,Thursday,204,0,1533
2022-02-04,Friday,239,0,1294
2022-02-05,Saturday,215,0,1079
2022-02-06,Sunday,0,0,1079
2022-02-07,Monday,6,720,1793
2022-02-08,Tuesday,16,0,1777
2022-02-09,Wednesday,24,0,1753
2022-02-10,Thursday,123,0,1630
2022-02-11,Friday,125,0,1505
2022-02-12,Saturday,127,0,1378
2022-02-13,Sunday,0,0,1378
2022-02-14,Monday,3,720,2095
2022-02-15,Tuesday,15,0,2080
2022-02-16,Wednesday,40,0,2040
2022-02-17,Thursday,146,0,1894
2022-02-18,Friday,204,0,1690
2022-02-19,Saturday,245,0,1445
2022-02-20,Sunday,0,0,1445
2022-02-21,Monday,5,720,2160
2022-02-22,Tuesday,11,0,2149
2022-02-23,Wednesday,41,0,2108
2022-02-24,Thursday,64,0,2044
2022-02-25,Friday,198,0,1846
2022-02-26,Saturday,114,0,1732
2022-02-27,Sunday,0,0,1732
2022-02-28,Monday,4,720,2448
2022-03-01,Tuesday,16,0,2432
2022-03-02,Wednesday,34,0,2398
2022-03-03,Thursday,188,0,2210
2022-03-04,Friday,181,0,2029
2022-03-05,Saturday,226,0,1803
2022-03-06,Sunday,0,0,1803
2022-03-07,Monday,7,720,2516
2022-03-08,Tuesday,28,0,2488
2022-03-09,Wednesday,23,0,2465
2022-03-10,Thursday,157,0,2308
2022-03-11,Friday,107,0,2201
2022-03-12,Saturday,253,0,1948
2022-03-13,Sunday,0,0,1948
2022-03-14,Monday,5,720,2663
2022-03-15,Tuesday,18,0,2645
2022-03-16,Wednesday,33,0,2612
2022-03-17,Thursday,149,0,2463
2022-03-18,Friday,220,0,2243
2022-03-19,Saturday,172,0,2071
2022-03-20,Sunday,0,0,2071
2022-03-21,Monday,5,720,2786
2022-03-22,Tuesday,32,0,2754
2022-03-23,Wednesday,27,0,2727
2022-03-24,Thursday,149,0,2578
2022-03-25,Friday,240,0,2338
2022-03-26,Saturday,216,0,2122
2022-03-27,Sunday,0,0,2122
2022-03-28,Monday,3,720,2839
2022-03-29,Tuesday,17,0,2822
2022-03-30,Wednesday,35,0,2787
2022-03-31,Thursday,195,0,2592
2022-04-01,Friday,177,0,2415
2022-04-02,Saturday,269,0,2146
2022-04-03,Sunday,0,0,2146
2022-04-04,Monday,5,720,2861
2022-04-05,Tuesday,16,0,2845
2022-04-06,Wednesday,22,0,2823
2022-04-07,Thursday,117,0,2706
2022-04-08,Friday,212,0,2494
2022-04-09,Saturday,259,0,2235
2022-04-10,Sunday,0,0,2235
2022-04-11,Monday,5,720,2950
2022-04-12,Tuesday,23,0,2927
2022-04-13,Wednesday,20,0,2907
2022-04-14,Thursday,209,0,2698
2022-04-15,Friday,255,0,2443
2022-04-16,Saturday,152,0,2291
2022-04-17,Sunday,0,0,2291
2022-04-18,Monday,4,720,3007
2022-04-19,Tuesday,31,0,2976
2022-04-20,Wednesday,53,0,2923
