fecha,nombre_dia,ventas,compra,Inventario
2022-01-01,Saturday,255,0,465
2022-01-02,Sunday,0,0,465
2022-01-03,Monday,4,720,1181
2022-01-04,Tuesday,30,0,1151
2022-01-05,Wednesday,56,0,1095
2022-01-06,Thursday,89,0,1006
2022-01-07,Friday,180,0,826
2022-01-08,Saturday,130,0,696
2022-01-09,Sunday,0,0,696
2022-01-10,Monday,4,720,1412
2022-01-11,Tuesday,8,0,1404
2022-01-12,Wednesday,44,0,1360
2022-01-13,Thursday,132,0,1228
2022-01-14,Friday,157,0,1071
2022-01-15,Saturday,276,0,795
2022-01-16,Sunday,0,0,795
2022-01-17,Monday,9,720,1506
2022-01-18,Tuesday,19,0,1487
2022-01-19,Wednesday,37,0,1450
2022-01-20,Thursday,53,0,1397
2022-01-21,Friday,109,0,1288
2022-01-22,Saturday,156,0,1132
2022-01-23,Sunday,0,0,1132
2022-01-24,Monday,6,720,1846
2022-01-25,Tuesday,21,0,1825
2022-01-26,Wednesday,53,0,1772
2022-01-27,Thursday,162,0,1610
2022-01-28,Friday,257,0,1353
2022-01-29,Saturday,198,0,1155
2022-01-30,Sunday,0,0,1155
2022-01-31,Monday,6,720,1869
2022-02-01,Tuesday,22,0,1847
2022-02-02,Wednesday,47,0,1800
2022-02-03,Thursday,86,0,1714
2022-02-04,Friday,190,0,1524
2022-02-05,Saturday,261,0,1263
2022-02-06,Sunday,0,0,1263
2022-02-07,Monday,3,720,1980
2022-02-08,Tuesday,36,0,1944
2022-02-09,Wednesday,25,0,1919
2022-02-10,Thursday,118,0,1801
2022-02-11,Friday,119,0,1682
2022-02-12,Saturday,275,0,1407
2022-02-13,Sunday,0,0,1407
2022-02-14,Monday,7,720,2120
2022-02-15,Tuesday,12,0,2108
2022-02-16,Wednesday,38,0,2070
2022-02-17,Thursday,235,0,1835
2022-02-18,Friday,141,0,1694
2022-02-19,Saturday,202,0,1492
2022-02-20,Sunday,0,0,1492
2022-02-21,Monday,4,720,2208
2022-02-22,Tuesday,7,0,2201
2022-02-23,Wednesday,48,0,2153
2022-02-24,Thursday,159,0,1994
2022-02-25,Friday,181,0,1813
2022-02-26,Saturday,252,0,1561
2022-02-27,Sunday,0,0,1561
2022-02-28,Monday,6,720,2275
2022-03-01,Tuesday,29,0,2246
2022-03-02,Wednesday,46,0,2200
2022-03-03,Thursday,117,0,2083
2022-03-04,Friday,250,0,1833
2022-03-05,Saturday,154,0,1679
2022-03-06,Sunday,0,0,1679
2022-03-07,Monday,5,720,2394
2022-03-08,Tuesday,25,0,2369
2022-03-09,Wednesday,61,0,2308
2022-03-10,Thursday,186,0,2122
2022-03-11,Friday,114,0,2008
2022-03-12,Saturday,122,0,1886
2022-03-13,Sunday,0,0,1886
2022-03-14,Monday,4,720,2602
2022-03-15,Tuesday,21,0,2581
2022-03-16,Wednesday,48,0,2533
2022-03-17,Thursday,253,0,2280
2022-03-18,Friday,226,0,2054
2022-03-19,Saturday,288,0,1766
2022-03-20,Sunday,0,0,1766
2022-03-21,Monday,6,720,2480
2022-03-22,Tuesday,19,0,2461
2022-03-23,Wednesday,42,0,2419
2022-03-24,Thursday,139,0,2280
2022-03-25,Friday,162,0,2118
2022-03-26,Saturday,173,0,1945
2022-03-27,Sunday,0,0,1945
2022-03-28,Monday,2,720,2663
2022-03-29,Tuesday,24,0,2639
2022-03-30,Wednesday,50,0,2589
2022-03-31,Thursday,120,0,2469
2022-04-01,Friday,187,0,2282
2022-04-02,Saturday,227,0,2055
2022-04-03,Sunday,0,0,2055
2022-04-04,Monday,3,720,2772
2022-04-05,Tuesday,12,0,2760
2022-04-06,Wednesday,50,0,2710
2022-04-07,Thursday,120,0,2590
2022-04-08,Friday,261,0,2329
