fecha,nombre_dia,ventas,compra,Inventario
2022-01-01,Saturday,173,0,547
2022-01-02,Sunday,0,0,547
2022-01-03,Monday,1,720,1266
2022-01-04,Tuesday,6,0,1260
2022-01-05,Wednesday,42,0,1218
2022-01-06,Thursday,70,0,1148
2022-01-07,Friday,301,0,847
2022-01-08,Saturday,157,0,690
2022-01-09,Sunday,0,0,690
2022-01-10,Monday,7,720,1403
2022-01-11,Tuesday,13,0,1390
2022-01-12,Wednesday,31,0,1359
2022-01-13,Thursday,206,0,1153
2022-01-14,Friday,85,0,1068
2022-01-15,Saturday,198,0,870
2022-01-16,Sunday,0,0,870
2022-01-17,Monday,8,720,1582
2022-01-18,Tuesday,28,0,1554
2022-01-19,Wednesday,46,0,1508
2022-01-20,Thursday,120,0,1388
2022-01-21,Friday,176,0,1212
2022-01-22,Saturday,195,0,1017
2022-01-23,Sunday,0,0,1017
2022-01-24,Monday,5,720,1732
2022-01-25,Tuesday,23,0,1709
2022-01-26,Wednesday,25,0,1684
2022-01-27,Thursday,155,0,1529
2022-01-28,Friday,164,0,1365
2022-01-29,Saturday,222,0,1143
2022-01-30,Sunday,0,0,1143
2022-01-31,Monday,4,720,1859
2022-02-01,Tuesday,20,0,1839
2022-02-02,Wednesday,41,0,1798
2022-02-03,Thursday,112,0,1686
2022-02-04,Friday,274,0,1412
2022-02-05,Saturday,208,0,1204
2022-02-06,Sunday,0,0,1204
2022-02-07,Monday,5,720,1919
2022-02-08,Tuesday,26,0,1893
2022-02-09,Wednesday,44,0,1849
2022-02-10,Thursday,165,0,1684
2022-02-11,Friday,277,0,1407
2022-02-12,Saturday,175,0,1232
2022-02-13,Sunday,0,0,1232
2022-02-14,Monday,5,720,1947
2022-02-15,Tuesday,11,0,1936
2022-02-16,Wednesday,52,0,1884
2022-02-17,Thursday,131,0,1753
2022-02-18,Friday,226,0,1527
2022-02-19,Saturday,221,0,1306
2022-02-20,Sunday,0,0,1306
2022-02-21,Monday,4,720,2022
2022-02-22,Tuesday,7,0,2015
2022-02-23,Wednesday,37,0,1978
2022-02-24,Thursday,189,0,1789
2022-02-25,Friday,203,0,1586
2022-02-26,Saturday,190,0,1396
2022-02-27,Sunday,0,0,1396
2022-02-28,Monday,6,720,2110
2022-03-01,Tuesday,24,0,2086
2022-03-02,Wednesday,64,0,2022
2022-03-03,Thursday,106,0,1916
2022-03-04,Friday,260,0,1656
2022-03-05,Saturday,165,0,1491
2022-03-06,Sunday,0,0,1491
2022-03-07,Monday,7,720,2204
2022-03-08,Tuesday,16,0,2188
2022-03-09,Wednesday,50,0,2138
2022-03-10,Thursday,135,0,2003
2022-03-11,Friday,154,0,1849
2022-03-12,Saturday,127,0,1722
2022-03-13,Sunday,0,0,1722
2022-03-14,Monday,3,720,2439
2022-03-15,Tuesday,11,0,2428
2022-03-16,Wednesday,55,0,2373
2022-03-17,Thursday,127,0,2246
2022-03-18,Friday,236,0,2010
2022-03-19,Saturday,167,0,1843
2022-03-20,Sunday,0,0,1843
2022-03-21,Monday,5,720,2558
2022-03-22,Tuesday,21,0,2537
2022-03-23,Wednesday,63,0,2474
2022-03-24,Thursday,135,0,2339
2022-03-25,Friday,169,0,2170
2022-03-26,Saturday,231,0,1939
2022-03-27,Sunday,0,0,1939
2022-03-28,Monday,5,720,2654
2022-03-29,Tuesday,23,0,2631
2022-03-30,Wednesday,53,0,2578
2022-03-31,Thursday,152,0,2426
2022-04-01,Friday,202,0,2224
2022-04-02,Saturday,159,0,2065
2022-04-03,Sunday,0,0,2065
2022-04-04,Monday,4,720,2781
2022-04-05,Tuesday,10,0,2771
2022-04-06,Wednesday,42,0,2729
2022-04-07,Thursday,246,0,2483
2022-04-08,Friday,129,0,2354
2022-04-09,Saturday,249,0,2105
2022-04-10,Sunday,0,0,2105
2022-04-11,Monday,4,720,2821
2022-04-12,Tuesday,17,0,2804
2022-04-13,Wednesday,23,0,2781
2022-04-14,Thursday,128,0,2653
2022-04-15,Friday,145,0,2508
2022-04-16,Saturday,263,0,2245
2022-04-17,Sunday,0,0,2245
2022-04-18,Monday,7,720,2958
2022-04-19,Tuesday,12,0,2946
2022-04-20,Wednesday,11,0,2935
2022-04-21,Thursday,183,0,2752
2022-04-22,Friday,195,0,2557
2022-04-23,Saturday,138,0,2419
2022-04-24,Sunday,0,0,2419
2022-04-25,Monday,6,720,3133
2022-04-26,Tuesday,31,0,3102
2022-04-27,Wednesday,21,0,3081
2022-04-28,Thursday,201,0,2880
2022-04-29,Friday,161,0,2719
2022-04-30,Saturday,112,0,2607
2022-05-01,Sunday,0,0,2607
2022-05-02,Monday,5,720,3322
2022-05-03,Tuesday,14,0,3308
2022-05-04,Wednesday,46,0,3262
2022-05-05,Thursday,196,0,3066
2022-05-06,Friday,209,0,2857
2022-05-07,Saturday,128,0,2729
2022-05-08,Sunday,0,0,2729
2022-05-09,Monday,4,720,3445
2022-05-10,Tuesday,15,0,3430
2022-05-11,Wednesday,59,0,3371
2022-05-12,Thursday,124,0,3247
2022-05-13,Friday,192,0,3055
