fecha,nombre_dia,ventas,compra,Inventario
2022-01-01,Saturday,148,0,572
2022-01-02,Sunday,0,0,572
2022-01-03,Monday,3,720,1289
2022-01-04,Tuesday,26,0,1263
2022-01-05,Wednesday,50,0,1213
2022-01-06,Thursday,139,0,1074
2022-01-07,Friday,112,0,962
2022-01-08,Saturday,155,0,807
2022-01-09,Sunday,0,0,807
2022-01-10,Monday,6,720,1521
2022-01-11,Tuesday,12,0,1509
2022-01-12,Wednesday,41,0,1468
2022-01-13,Thursday,98,0,1370
2022-01-14,Friday,162,0,1208
2022-01-15,Saturday,108,0,1100
2022-01-16,Sunday,0,0,1100
2022-01-17,Monday,4,720,1816
2022-01-18,Tuesday,23,0,1793
2022-01-19,Wednesday,33,0,1760
2022-01-20,Thursday,82,0,1678
2022-01-21,Friday,185,0,1493
2022-01-22,Saturday,209,0,1284
2022-01-23,Sunday,0,0,1284
2022-01-24,Monday,6,720,1998
2022-01-25,Tuesday,24,0,1974
2022-01-26,Wednesday,50,0,1924
2022-01-27,Thursday,207,0,1717
2022-01-28,Friday,186,0,1531
2022-01-29,Saturday,184,0,1347
2022-01-30,Sunday,0,0,1347
2022-01-31,Monday,7,720,2060
2022-02-01,Tuesday,23,0,2037
2022-02-02,Wednesday,36,0,2001
2022-02-03,Thursday,133,0,1868
2022-02-04,Friday,253,0,1615
2022-02-05,Saturday,299,0,1316
2022-02-06,Sunday,0,0,1316
2022-02-07,Monday,7,720,2029
2022-02-08,Tuesday,23,0,2006
2022-02-09,Wednesday,54,0,1952
2022-02-10,Thursday,127,0,1825
2022-02-11,Friday,324,0,1501
2022-02-12,Saturday,387,0,1114
2022-02-13,Sunday,0,0,1114
2022-02-14,Monday,8,720,1826
2022-02-15,Tuesday,33,0,1793
2022-02-16,Wednesday,33,0,1760
2022-02-17,Thursday,200,0,1560
2022-02-18,Friday,227,0,1333
2022-02-19,Saturday,195,0,1138
2022-02-20,Sunday,0,0,1138
2022-02-21,Monday,5,720,1853
2022-02-22,Tuesday,16,0,1837
2022-02-23,Wednesday,40,0,1797
2022-02-24,Thursday,120,0,1677
2022-02-25,Friday,256,0,1421
2022-02-26,Saturday,190,0,1231
2022-02-27,Sunday,0,0,1231
2022-02-28,Monday,5,720,1946
2022-03-01,Tuesday,25,0,1921
2022-03-02,Wednesday,51,0,1870
2022-03-03,Thursday,73,0,1797
2022-03-04,Friday,145,0,1652
2022-03-05,Saturday,203,0,1449
2022-03-06,Sunday,0,0,1449
2022-03-07,Monday,6,720,2163
2022-03-08,Tuesday,22,0,2141
2022-03-09,Wednesday,37,0,2104
2022-03-10,Thursday,160,0,1944
2022-03-11,Friday,289,0,1655
2022-03-12,Saturday,240,0,1415
2022-03-13,Sunday,0,0,1415
2022-03-14,Monday,4,720,2131
2022-03-15,Tuesday,6,0,2125
2022-03-16,Wednesday,54,0,2071
2022-03-17,Thursday,86,0,1985
2022-03-18,Friday,193,0,1792
2022-03-19,Saturday,137,0,1655
2022-03-20,Sunday,0,0,1655
2022-03-21,Monday,4,720,2371
2022-03-22,Tuesday,26,0,2345
2022-03-23,Wednesday,38,0,2307
2022-03-24,Thursday,181,0,2126
2022-03-25,Friday,89,0,2037
2022-03-26,Saturday,97,0,1940
2022-03-27,Sunday,0,0,1940
2022-03-28,Monday,5,720,2655
2022-03-29,Tuesday,27,0,2628
2022-03-30,Wednesday,46,0,2582
2022-03-31,Thursday,156,0,2426
2022-04-01,Friday,184,0,2242
2022-04-02,Saturday,74,0,2168
2022-04-03,Sunday,0,0,2168
2022-04-04,Monday,6,720,2882
2022-04-05,Tuesday,21,0,2861
2022-04-06,Wednesday,31,0,2830
2022-04-07,Thursday,161,0,2669
2022-04-08,Friday,280,0,2389
2022-04-09,Saturday,148,0,2241
2022-04-10,Sunday,0,0,2241
2022-04-11,Monday,4,720,2957
2022-04-12,Tuesday,37,0,2920
2022-04-13,Wednesday,66,0,2854
2022-04-14,Thursday,88,0,2766
2022-04-15,Friday,147,0,2619
2022-04-16,Saturday,264,0,2355
2022-04-17,Sunday,0,0,2355
2022-04-18,Monday,4,720,3071
2022-04-19,Tuesday,26,0,3045
2022-04-20,Wednesday,23,0,3022
2022-04-21,Thursday,119,0,2903
2022-04-22,Friday,219,0,2684
2022-04-23,Saturday,223,0,2461
2022-04-24,Sunday,0,0,2461
2022-04-25,Monday,6,720,3175
2022-04-26,Tuesday,26,0,3149
2022-04-27,Wednesday,44,0,3105
2022-04-28,Thursday,57,0,3048
2022-04-29,Friday,208,0,2840
2022-04-30,Saturday,267,0,2573
2022-05-01,Sunday,0,0,2573
2022-05-02,Monday,5,720,3288
2022-05-03,Tuesday,11,0,3277
2022-05-04,Wednesday,48,0,3229
2022-05-05,Thursday,181,0,3048
2022-05-06,Friday,359,0,2689
2022-05-07,Saturday,349,0,2340
2022-05-08,Sunday,0,0,2340
2022-05-09,Monday,7,720,3053
2022-05-10,Tuesday,24,0,3029
2022-05-11,Wednesday,31,0,2998
2022-05-12,Thursday,187,0,2811
2022-05-13,Friday,166,0,2645
2022-05-14,Saturday,122,0,2523
2022-05-15,Sunday,0,0,2523
2022-05-16,Monday,7,720,3236
2022-05-17,Tuesday,14,0,3222
2022-05-18,Wednesday,41,0,3181
2022-05-19,Thursday,119,0,3062
2022-05-20,Friday,177,0,2885
2022-05-21,Saturday,288,0,2597
2022-05-22,Sunday,0,0,2597
2022-05-23,Monday,6,720,3311
2022-05-24,Tuesday,33,0,3278
2022-05-25,Wednesday,40,0,3238
2022-05-26,Thursday,204,0,3034
2022-05-27,Friday,186,0,2848
2022-05-28,Saturday,172,0,2676
2022-05-29,Sunday,0,0,2676
2022-05-30,Monday,6,720,3390
2022-05-31,Tuesday,17,0,3373
2022-06-01,Wednesday,37,0,3336
2022-06-02,Thursday,184,0,3152
2022-06-03,Friday,243,0,2909
2022-06-04,Saturday,104,0,2805
2022-06-05,Sunday,0,0,2805
2022-06-06,Monday,2,720,3523
2022-06-07,Tuesday,15,0,3508
2022-06-08,Wednesday,30,0,3478
2022-06-09,Thursday,147,0,3331
2022-06-10,Friday,158,0,3173
2022-06-11,Saturday,275,0,2898
2022-06-12,Sunday,0,0,2898
2022-06-13,Monday,6,720,3612
2022-06-14,Tuesday,13,0,3599
2022-06-15,Wednesday,59,0,3540
2022-06-16,Thursday,178,0,3362
2022-06-17,Friday,139,0,3223
2022-06-18,Saturday,143,0,3080
2022-06-19,Sunday,0,0,3080
2022-06-20,Monday,2,720,3798
2022-06-21,Tuesday,26,0,3772
2022-06-22,Wednesday,32,0,3740
2022-06-23,Thursday,207,0,3533
2022-06-24,Friday,96,0,3437
2022-06-25,Saturday,136,0,3301
2022-06-26,Sunday,0,0,3301
2022-06-27,Monday,7,720,4014
2022-06-28,Tuesday,15,0,3999
2022-06-29,Wednesday,18,0,3981
2022-06-30,Thursday,208,0,3773
2022-07-01,Friday,219,0,3554
2022-07-02,Saturday,131,0,3423
2022-07-03,Sunday,0,0,3423
2022-07-04,Monday,7,720,4136
2022-07-05,Tuesday,27,0,4109
2022-07-06,Wednesday,40,0,4069
2022-07-07,Thursday,108,0,3961
2022-07-08,Friday,118,0,3843
2022-07-09,Saturday,163,0,3680
2022-07-10,Sunday,0,0,3680
2022-07-11,Monday,5,720,4395
2022-07-12,Tuesday,26,0,4369
2022-07-13,Wednesday,42,0,4327
2022-07-14,Thursday,208,0,4119
2022-07-15,Friday,102,0,4017
2022-07-16,Saturday,214,0,3803
2022-07-17,Sunday,0,0,3803
2022-07-18,Monday,6,720,4517
2022-07-19,Tuesday,17,0,4500
2022-07-20,Wednesday,43,0,4457
