fecha,nombre_dia,ventas,compra,Inventario
2022-01-01,Saturday,214,0,506
2022-01-02,Sunday,0,0,506
2022-01-03,Monday,2,720,1224
2022-01-04,Tuesday,17,0,1207
2022-01-05,Wednesday,39,0,1168
2022-01-06,Thursday,123,0,1045
2022-01-07,Friday,169,0,876
2022-01-08,Saturday,258,0,618
2022-01-09,Sunday,0,0,618
2022-01-10,Monday,5,720,1333
2022-01-11,Tuesday,23,0,1310
2022-01-12,Wednesday,42,0,1268
2022-01-13,Thursday,217,0,1051
2022-01-14,Friday,294,0,757
2022-01-15,Saturday,188,0,569
2022-01-16,Sunday,0,0,569
2022-01-17,Monday,2,720,1287
2022-01-18,Tuesday,16,0,1271
2022-01-19,Wednesday,41,0,1230
2022-01-20,Thursday,200,0,1030
2022-01-21,Friday,303,0,727
2022-01-22,Saturday,236,0,491
2022-01-23,Sunday,0,0,491
2022-01-24,Monday,3,720,1208
2022-01-25,Tuesday,20,0,1188
2022-01-26,Wednesday,31,0,1157
2022-01-27,Thursday,208,0,949
2022-01-28,Friday,115,0,834
2022-01-29,Saturday,185,0,649
2022-01-30,Sunday,0,0,649
2022-01-31,Monday,2,720,1367
2022-02-01,Tuesday,21,0,1346
2022-02-02,Wednesday,66,0,1280
2022-02-03,Thursday,180,0,1100
2022-02-04,Friday,251,0,849
2022-02-05,Saturday,114,0,735
2022-02-06,Sunday,0,0,735
2022-02-07,Monday,4,720,1451
2022-02-08,Tuesday,19,0,1432
2022-02-09,Wednesday,32,0,1400
2022-02-10,Thursday,176,0,1224
2022-02-11,Friday,240,0,984
2022-02-12,Saturday,186,0,798
2022-02-13,Sunday,0,0,798
2022-02-14,Monday,6,720,1512
2022-02-15,Tuesday,27,0,1485
2022-02-16,Wednesday,36,0,1449
2022-02-17,Thursday,128,0,1321
2022-02-18,Friday,274,0,1047
2022-02-19,Saturday,195,0,852
2022-02-20,Sunday,0,0,852
2022-02-21,Monday,4,720,1568
2022-02-22,Tuesday,18,0,1550
2022-02-23,Wednesday,52,0,1498
2022-02-24,Thursday,105,0,1393
2022-02-25,Friday,266,0,1127
2022-02-26,Saturday,125,0,1002
2022-02-27,Sunday,0,0,1002
2022-02-28,Monday,5,720,1717
2022-03-01,Tuesday,25,0,1692
2022-03-02,Wednesday,22,0,1670
2022-03-03,Thursday,149,0,1521
2022-03-04,Friday,188,0,1333
2022-03-05,Saturday,177,0,1156
2022-03-06,Sunday,0,0,1156
2022-03-07,Monday,3,720,1873
2022-03-08,Tuesday,22,0,1851
2022-03-09,Wednesday,44,0,1807
2022-03-10,Thursday,209,0,1598
2022-03-11,Friday,163,0,1435
2022-03-12,Saturday,199,0,1236
2022-03-13,Sunday,0,0,1236
2022-03-14,Monday,5,720,1951
2022-03-15,Tuesday,28,0,1923
2022-03-16,Wednesday,47,0,1876
2022-03-17,Thursday,103,0,1773
2022-03-18,Friday,276,0,1497
2022-03-19,Saturday,145,0,1352
2022-03-20,Sunday,0,0,1352
2022-03-21,Monday,4,720,2068
2022-03-22,Tuesday,21,0,2047
2022-03-23,Wednesday,28,0,2019
2022-03-24,Thursday,119,0,1900
2022-03-25,Friday,216,0,1684
2022-03-26,Saturday,211,0,1473
2022-03-27,Sunday,0,0,1473
2022-03-28,Monday,5,720,2188
2022-03-29,Tuesday,14,0,2174
2022-03-30,Wednesday,41,0,2133
2022-03-31,Thursday,136,0,1997
2022-04-01,Friday,65,0,1932
2022-04-02,Saturday,229,0,1703
2022-04-03,Sunday,0,0,1703
2022-04-04,Monday,3,720,2420
2022-04-05,Tuesday,15,0,2405
2022-04-06,Wednesday,33,0,2372
2022-04-07,Thursday,88,0,2284
2022-04-08,Friday,115,0,2169
2022-04-09,Saturday,228,0,1941
2022-04-10,Sunday,0,0,1941
2022-04-11,Monday,8,720,2653
2022-04-12,Tuesday,20,0,2633
2022-04-13,Wednesday,13,0,2620
2022-04-14,Thursday,166,0,2454
2022-04-15,Friday,215,0,2239
2022-04-16,Saturday,196,0,2043
2022-04-17,Sunday,0,0,2043
2022-04-18,Monday,4,720,2759
2022-04-19,Tuesday,17,0,2742
2022-04-20,Wednesday,46,0,2696
2022-04-21,Thursday,131,0,2565
2022-04-22,Friday,170,0,2395
2022-04-23,Saturday,200,0,2195
2022-04-24,Sunday,0,0,2195
2022-04-25,Monday,6,720,2909
2022-04-26,Tuesday,22,0,2887
2022-04-27,Wednesday,34,0,2853
2022-04-28,Thursday,188,0,2665
2022-04-29,Friday,243,0,2422
2022-04-30,Saturday,303,0,2119
2022-05-01,Sunday,0,0,2119
2022-05-02,Monday,5,720,2834
2022-05-03,Tuesday,22,0,2812
2022-05-04,Wednesday,41,0,2771
2022-05-05,Thursday,136,0,2635
2022-05-06,Friday,148,0,2487
2022-05-07,Saturday,272,0,2215
2022-05-08,Sunday,0,0,2215
2022-05-09,Monday,6,720,2929
2022-05-10,Tuesday,12,0,2917
2022-05-11,Wednesday,40,0,2877
2022-05-12,Thursday,191,0,2686
2022-05-13,Friday,155,0,2531
2022-05-14,Saturday,377,0,2154
2022-05-15,Sunday,0,0,2154
2022-05-16,Monday,6,720,2868
2022-05-17,Tuesday,25,0,2843
2022-05-18,Wednesday,41,0,2802
2022-05-19,Thursday,135,0,2667
2022-05-20,Friday,351,0,2316
2022-05-21,Saturday,208,0,2108
2022-05-22,Sunday,0,0,2108
2022-05-23,Monday,3,720,2825
2022-05-24,Tuesday,21,0,2804
2022-05-25,Wednesday,52,0,2752
2022-05-26,Thursday,138,0,2614
2022-05-27,Friday,168,0,2446
2022-05-28,Saturday,194,0,2252
2022-05-29,Sunday,0,0,2252
2022-05-30,Monday,4,720,2968
2022-05-31,Tuesday,21,0,2947
2022-06-01,Wednesday,46,0,2901
2022-06-02,Thursday,151,0,2750
2022-06-03,Friday,84,0,2666
2022-06-04,Saturday,321,0,2345
2022-06-05,Sunday,0,0,2345
2022-06-06,Monday,7,720,3058
2022-06-07,Tuesday,15,0,3043
2022-06-08,Wednesday,23,0,3020
2022-06-09,Thursday,212,0,2808
2022-06-10,Friday,144,0,2664
2022-06-11,Saturday,265,0,2399
2022-06-12,Sunday,0,0,2399
2022-06-13,Monday,6,720,3113
2022-06-14,Tuesday,27,0,3086
2022-06-15,Wednesday,40,0,3046
2022-06-16,Thursday,137,0,2909
2022-06-17,Friday,144,0,2765
2022-06-18,Saturday,164,0,2601
2022-06-19,Sunday,0,0,2601
2022-06-20,Monday,6,720,3315
2022-06-21,Tuesday,29,0,3286
2022-06-22,Wednesday,28,0,3258
2022-06-23,Thursday,41,0,3217
2022-06-24,Friday,194,0,3023
2022-06-25,Saturday,231,0,2792
2022-06-26,Sunday,0,0,2792
2022-06-27,Monday,7,720,3505
2022-06-28,Tuesday,20,0,3485
2022-06-29,Wednesday,37,0,3448
2022-06-30,Thursday,252,0,3196
2022-07-01,Friday,206,0,2990
2022-07-02,Saturday,304,0,2686
2022-07-03,Sunday,0,0,2686
2022-07-04,Monday,5,720,3401
2022-07-05,Tuesday,19,0,3382
2022-07-06,Wednesday,64,0,3318
2022-07-07,Thursday,158,0,3160
2022-07-08,Friday,224,0,2936
2022-07-09,Saturday,180,0,2756
2022-07-10,Sunday,0,0,2756
2022-07-11,Monday,2,720,3474
2022-07-12,Tuesday,31,0,3443
2022-07-13,Wednesday,38,0,3405
2022-07-14,Thursday,80,0,3325
2022-07-15,Friday,175,0,3150
2022-07-16,Saturday,156,0,2994
2022-07-17,Sunday,0,0,2994
2022-07-18,Monday,4,720,3710
2022-07-19,Tuesday,13,0,3697
2022-07-20,Wednesday,41,0,3656
2022-07-21,Thursday,112,0,3544
2022-07-22,Friday,234,0,3310
2022-07-23,Saturday,296,0,3014
2022-07-24,Sunday,0,0,3014
2022-07-25,Monday,8,720,3726
2022-07-26,Tuesday,23,0,3703
2022-07-27,Wednesday,43,0,3660
2022-07-28,Thursday,172,0,3488
2022-07-29,Friday,182,0,3306
2022-07-30,Saturday,171,0,3135
2022-07-31,Sunday,0,0,3135
2022-08-01,Monday,4,720,3851
2022-08-02,Tuesday,30,0,3821
2022-08-03,Wednesday,32,0,3789
2022-08-04,Thursday,83,0,3706
2022-08-05,Friday,172,0,3534
2022-08-06,Saturday,97,0,3437
2022-08-07,Sunday,0,0,3437
2022-08-08,Monday,5,720,4152
2022-08-09,Tuesday,21,0,4131
2022-08-10,Wednesday,63,0,4068
2022-08-11,Thursday,65,0,4003
2022-08-12,Friday,224,0,3779
2022-08-13,Saturday,156,0,3623
2022-08-14,Sunday,0,0,3623
2022-08-15,Monday,6,720,4337
2022-08-16,Tuesday,15,0,4322
2022-08-17,Wednesday,19,0,4303
2022-08-18,Thursday,184,0,4119
2022-08-19,Friday,228,0,3891
2022-08-20,Saturday,185,0,3706
2022-08-21,Sunday,0,0,3706
2022-08-22,Monday,6,720,4420
2022-08-23,Tuesday,18,0,4402
2022-08-24,Wednesday,27,0,4375
2022-08-25,Thursday,177,0,4198
2022-08-26,Friday,256,0,3942
2022-08-27,Saturday,153,0,3789
2022-08-28,Sunday,0,0,3789
2022-08-29,Monday,4,720,4505
2022-08-30,Tuesday,19,0,4486
2022-08-31,Wednesday,42,0,4444
2022-09-01,Thursday,141,0,4303
2022-09-02,Friday,217,0,4086
2022-09-03,Saturday,100,0,3986
2022-09-04,Sunday,0,0,3986
2022-09-05,Monday,1,720,4705
2022-09-06,Tuesday,4,0,4701
2022-09-07,Wednesday,28,0,4673
2022-09-08,Thursday,160,0,4513
2022-09-09,Friday,207,0,4306
2022-09-10,Saturday,252,0,4054
2022-09-11,Sunday,0,0,4054
2022-09-12,Monday,3,720,4771
2022-09-13,Tuesday,22,0,4749
2022-09-14,Wednesday,43,0,4706
2022-09-15,Thursday,189,0,4517
2022-09-16,Friday,155,0,4362
2022-09-17,Saturday,235,0,4127
2022-09-18,Sunday,0,0,4127
2022-09-19,Monday,4,720,4843
2022-09-20,Tuesday,23,0,4820
2022-09-21,Wednesday,27,0,4793
2022-09-22,Thursday,152,0,4641
2022-09-23,Friday,244,0,4397
2022-09-24,Saturday,182,0,4215
2022-09-25,Sunday,0,0,4215
2022-09-26,Monday,6,720,4929
2022-09-27,Tuesday,19,0,4910
2022-09-28,Wednesday,38,0,4872
2022-09-29,Thursday,196,0,4676
2022-09-30,Friday,173,0,4503
2022-10-01,Saturday,185,0,4318
2022-10-02,Sunday,0,0,4318
2022-10-03,Monday,7,720,5031
2022-10-04,Tuesday,27,0,5004
2022-10-05,Wednesday,23,0,4981
2022-10-06,Thursday,82,0,4899
2022-10-07,Friday,215,0,4684
2022-10-08,Saturday,240,0,4444
2022-10-09,Sunday,0,0,4444
2022-10-10,Monday,7,720,5157
2022-10-11,Tuesday,9,0,5148
2022-10-12,Wednesday,32,0,5116
2022-10-13,Thursday,131,0,4985
2022-10-14,Friday,229,0,4756
2022-10-15,Saturday,328,0,4428
2022-10-16,Sunday,0,0,4428
2022-10-17,Monday,6,720,5142
2022-10-18,Tuesday,28,0,5114
2022-10-19,Wednesday,30,0,5084
2022-10-20,Thursday,166,0,4918
2022-10-21,Friday,328,0,4590
2022-10-22,Saturday,203,0,4387
2022-10-23,Sunday,0,0,4387
2022-10-24,Monday,6,720,5101
2022-10-25,Tuesday,12,0,5089
2022-10-26,Wednesday,39,0,5050
2022-10-27,Thursday,101,0,4949
2022-10-28,Friday,151,0,4798
2022-10-29,Saturday,381,0,4417
2022-10-30,Sunday,0,0,4417
2022-10-31,Monday,4,720,5133
2022-11-01,Tuesday,25,0,5108
2022-11-02,Wednesday,40,0,5068
2022-11-03,Thursday,188,0,4880
2022-11-04,Friday,149,0,4731
2022-11-05,Saturday,214,0,4517
2022-11-06,Sunday,0,0,4517
2022-11-07,Monday,5,720,5232
2022-11-08,Tuesday,35,0,5197
2022-11-09,Wednesday,16,0,5181
2022-11-10,Thursday,164,0,5017
2022-11-11,Friday,232,0,4785
2022-11-12,Saturday,131,0,4654
2022-11-13,Sunday,0,0,4654
2022-11-14,Monday,3,720,5371
2022-11-15,Tuesday,31,0,5340
2022-11-16,Wednesday,51,0,5289
2022-11-17,Thursday,214,0,5075
2022-11-18,Friday,199,0,4876
2022-11-19,Saturday,251,0,4625
2022-11-20,Sunday,0,0,4625
2022-11-21,Monday,4,720,5341
2022-11-22,Tuesday,23,0,5318
2022-11-23,Wednesday,41,0,5277
2022-11-24,Thursday,110,0,5167
2022-11-25,Friday,207,0,4960
2022-11-26,Saturday,179,0,4781
2022-11-27,Sunday,0,0,4781
2022-11-28,Monday,5,720,5496
2022-11-29,Tuesday,19,0,5477
2022-11-30,Wednesday,44,0,5433
2022-12-01,Thursday,188,0,5245
2022-12-02,Friday,268,0,4977
2022-12-03,Saturday,199,0,4778
2022-12-04,Sunday,0,0,4778
2022-12-05,Monday,8,720,5490
2022-12-06,Tuesday,20,0,5470
2022-12-07,Wednesday,35,0,5435
2022-12-08,Thursday,203,0,5232
2022-12-09,Friday,160,0,5072
2022-12-10,Saturday,234,0,4838
2022-12-11,Sunday,0,0,4838
2022-12-12,Monday,8,720,5550
2022-12-13,Tuesday,16,0,5534
2022-12-14,Wednesday,50,0,5484
2022-12-15,Thursday,141,0,5343
2022-12-16,Friday,157,0,5186
2022-12-17,Saturday,167,0,5019
2022-12-18,Sunday,0,0,5019
2022-12-19,Monday,5,720,5734
2022-12-20,Tuesday,22,0,5712
2022-12-21,Wednesday,14,0,5698
2022-12-22,Thursday,195,0,5503
2022-12-23,Friday,266,0,5237
2022-12-24,Saturday,293,0,4944
2022-12-25,Sunday,0,0,4944
2022-12-26,Monday,5,720,5659
2022-12-27,Tuesday,24,0,5635
2022-12-28,Wednesday,19,0,5616
2022-12-29,Thursday,161,0,5455
2022-12-30,Friday,253,0,5202
2022-12-31,Saturday,169,0,5033
2023-01-01,Sunday,0,0,5033
2023-01-02,Monday,5,720,5748
2023-01-03,Tuesday,14,0,5734
2023-01-04,Wednesday,39,0,5695
2023-01-05,Thursday,147,0,5548
2023-01-06,Friday,248,0,5300
2023-01-07,Saturday,224,0,5076
2023-01-08,Sunday,0,0,5076
2023-01-09,Monday,3,720,5793
2023-01-10,Tuesday,25,0,5768
2023-01-11,Wednesday,32,0,5736
2023-01-12,Thursday,152,0,5584
2023-01-13,Friday,142,0,5442
2023-01-14,Saturday,363,0,5079
2023-01-15,Sunday,0,0,5079
2023-01-16,Monday,4,720,5795
2023-01-17,Tuesday,16,0,5779
2023-01-18,Wednesday,72,0,5707
2023-01-19,Thursday,143,0,5564
2023-01-20,Friday,133,0,5431
2023-01-21,Saturday,274,0,5157
2023-01-22,Sunday,0,0,5157
2023-01-23,Monday,5,720,5872
2023-01-24,Tuesday,10,0,5862
2023-01-25,Wednesday,38,0,5824
2023-01-26,Thursday,103,0,5721
2023-01-27,Friday,289,0,5432
2023-01-28,Saturday,215,0,5217
2023-01-29,Sunday,0,0,5217
2023-01-30,Monday,5,720,5932
2023-01-31,Tuesday,10,0,5922
2023-02-01,Wednesday,27,0,5895
2023-02-02,Thursday,67,0,5828
2023-02-03,Friday,287,0,5541
2023-02-04,Saturday,147,0,5394
2023-02-05,Sunday,0,0,5394
2023-02-06,Monday,7,720,6107
2023-02-07,Tuesday,23,0,6084
2023-02-08,Wednesday,39,0,6045
2023-02-09,Thursday,209,0,5836
2023-02-10,Friday,219,0,5617
2023-02-11,Saturday,264,0,5353
2023-02-12,Sunday,0,0,5353
2023-02-13,Monday,4,720,6069
2023-02-14,Tuesday,15,0,6054
2023-02-15,Wednesday,54,0,6000
2023-02-16,Thursday,87,0,5913
2023-02-17,Friday,222,0,5691
2023-02-18,Saturday,115,0,5576
2023-02-19,Sunday,0,0,5576
2023-02-20,Monday,5,720,6291
2023-02-21,Tuesday,9,0,6282
2023-02-22,Wednesday,33,0,6249
2023-02-23,Thursday,161,0,6088
2023-02-24,Friday,229,0,5859
2023-02-25,Saturday,152,0,5707
2023-02-26,Sunday,0,0,5707
2023-02-27,Monday,4,720,6423
2023-02-28,Tuesday,28,0,6395
2023-03-01,Wednesday,32,0,6363
2023-03-02,Thursday,208,0,6155
2023-03-03,Friday,283,0,5872
2023-03-04,Saturday,300,0,5572
2023-03-05,Sunday,0,0,5572
2023-03-06,Monday,5,720,6287
2023-03-07,Tuesday,21,0,6266
2023-03-08,Wednesday,37,0,6229
2023-03-09,Thursday,23,0,6206
2023-03-10,Friday,252,0,5954
2023-03-11,Saturday,154,0,5800
2023-03-12,Sunday,0,0,5800
2023-03-13,Monday,2,720,6518
2023-03-14,Tuesday,10,0,6508
2023-03-15,Wednesday,55,0,6453
2023-03-16,Thursday,140,0,6313
2023-03-17,Friday,266,0,6047
2023-03-18,Saturday,94,0,5953
2023-03-19,Sunday,0,0,5953
2023-03-20,Monday,2,720,6671
2023-03-21,Tuesday,20,0,6651
2023-03-22,Wednesday,34,0,6617
2023-03-23,Thursday,285,0,6332
2023-03-24,Friday,121,0,6211
2023-03-25,Saturday,126,0,6085
2023-03-26,Sunday,0,0,6085
2023-03-27,Monday,6,720,6799
2023-03-28,Tuesday,5,0,6794
2023-03-29,Wednesday,57,0,6737
2023-03-30,Thursday,125,0,6612
2023-03-31,Friday,279,0,6333
2023-04-01,Saturday,233,0,6100
2023-04-02,Sunday,0,0,6100
2023-04-03,Monday,5,720,6815
2023-04-04,Tuesday,21,0,6794
2023-04-05,Wednesday,40,0,6754
